Unnamed: 0,table_nm,sido,sigungu,adong,gender,age,cert,nat_nm,cnt,base_ym,gbn
3829849,3.행정동,울산광역시,남구,야음장생포동,남성,10~14세,,,7,202403,등록외국인
2757893,3.행정동,경기도,부천시 원미구,역곡1동,여성,30~34세,,,18,202406,등록외국인
1863605,2.체류자격,경상북도,영주시,,여성,,E5(전문직업),,0,202403,등록외국인
3172988,3.행정동,충청남도,금산군,추부면,남성,0~4세,,,5,202203,등록외국인
2692142,3.행정동,경기도,동두천시,중앙동,여성,65~69세,,,1,202403,등록외국인
1053086,1.국적,울산광역시,중구,,여성,,,조지아,0,202206,등록외국인
371498,1.국적,충청남도,청양군,,여성,,,슬로바크,0,202503,등록외국인
2787294,3.행정동,서울특별시,동작구,상도제4동,남성,5~9세,,,4,202312,등록외국인
1315303,3.행정동,충청북도,제천시,청전동,여성,15~19세,,,7,202412,등록외국인
1745052,1.국적,전라남도,함평군,,여성,,,파키스탄,2,202209,등록외국인
1914683,3.행정동,경기도,성남시 분당구,이매1동,남성,20~24세,,,1,202403,등록외국인
1643169,1.국적,강원도,태백시,,남성,,,티모르민주공화국,0,202209,등록외국인
3998423,3.행정동,광주광역시,서구,농성1동,여성,15~19세,,,0,202406,등록외국인
3624866,4.연령대,충청북도,증평군,,남성,5세~9세,,,2,202403,거소신고자
1458370,1.국적,충청남도,금산군,,남성,,,키르기즈,0,202306,거소신고자
1085546,1.국적,전라북도,정읍시,,여성,,,브루나이,0,202309,거소신고자
3354934,1.국적,충청남도,금산군,,여성,,,모로코,0,202409,등록외국인
2959086,3.행정동,경상북도,울진군,기성면,여성,0~4세,,,0,202203,등록외국인
3584060,4.연령대,충청북도,음성군,,여성,64세,,,11,202503,등록외국인
1430464,1.국적,인천광역시,옹진군,,여성,,,프랑스,0,202403,거소신고자
1143255,1.국적,경기도,오산시,,여성,,,솔로몬군도,0,202312,거소신고자
677292,1.국적,충청남도,천안시 서북구,,여성,,,코모로,0,202203,등록외국인
4360230,4.연령대,울산광역시,남구,,여성,6세,,,10,202409,등록외국인
842267,1.국적,경상남도,양산시,,여성,,,중국,363,202309,등록외국인
2470345,3.행정동,경상남도,진주시,하대동,여성,15~19세,,,0,202203,등록외국인
2372645,3.행정동,경상남도,양산시,소주동,남성,0~4세,,,2,202403,등록외국인
193287,1.국적,경기도,성남시 분당구,,여성,,,인도,0,202412,거소신고자
4303573,3.행정동,강원특별자치도,홍천군,북방면,남성,65~69세,,,1,202306,등록외국인
3742370,4.연령대,부산광역시,해운대구,,남성,77세,,,6,202503,등록외국인
137418,1.국적,충청북도,청주시 흥덕구,,남성,,,벨라루스,0,202412,거소신고자
185406,1.국적,경기도,의정부시,,남성,,,리비아,0,202306,등록외국인
868207,1.국적,대구광역시,수성구,,남성,,,베네수엘라,2,202309,등록외국인
1423527,2.체류자격,경기도,광주시,,남성,,D10(구직),,21,202312,등록외국인
1596106,1.국적,전라북도,순창군,,남성,,,말라위,0,202209,등록외국인
4258285,4.연령대,전라남도,해남군,,여성,80세이상,,,0,202406,등록외국인
3031713,3.행정동,충청남도,부여군,임천면,남성,70~74세,,,0,202306,등록외국인
331321,1.국적,강원도,평창군,,남성,,,브루나이,0,202209,거소신고자
1687967,1.국적,경기도,남양주시,,남성,,,타이,259,202403,등록외국인
690900,1.국적,충청북도,진천군,,남성,,,코모로,0,202409,등록외국인
4311798,3.행정동,인천광역시,연수구,동춘1동,남성,0~4세,,,22,202309,등록외국인
953850,1.국적,전라남도,광양시,,여성,,,캐나다,5,202406,거소신고자
753104,1.국적,경기도,성남시 수정구,,남성,,,부베트,0,202303,등록외국인
2714234,3.행정동,경상북도,포항시 북구,기북면,여성,10~14세,,,0,202406,등록외국인
4322002,3.행정동,충청북도,괴산군,사리면,남성,120세,,,0,202209,등록외국인
739021,1.국적,충청북도,보은군,,남성,,,베네수엘라,0,202403,등록외국인
3282613,3.행정동,대구광역시,달성군,논공읍,남성,55~59세,,,5,202203,등록외국인
3963660,3.행정동,경기도,김포시,풍무동,여성,50~54세,,,20,202303,등록외국인
3979344,3.행정동,대전광역시,동구,판암1동,남성,60~64세,,,0,202303,등록외국인
856746,1.국적,서울특별시,중구,,남성,,,말레이시아,33,202303,등록외국인
325470,1.국적,경기도,안양시 만안구,,남성,,,도미니카연방,0,202503,등록외국인
91558,1.국적,경상남도,창원시 의창구,,남성,,,마카오,0,202412,거소신고자
4095457,3.행정동,경기도,파주시,금촌1동,여성,50~54세,,,47,202209,등록외국인
2275652,3.행정동,부산광역시,서구,서대신제3동,남성,50~54세,,,2,202203,등록외국인
645556,1.국적,충청북도,보은군,,남성,,,칠레,0,202403,거소신고자
3114768,1.국적,서울특별시,은평구,,여성,,,에콰도르,0,202303,등록외국인
570902,1.국적,서울특별시,광진구,,남성,,,베네수엘라,0,202212,등록외국인
3804597,3.행정동,경기도,포천시,영중면,여성,80세이상,,,0,202206,등록외국인
2512489,1.국적,강원특별자치도,원주시,,여성,,,세네갈,0,202403,등록외국인
3773847,3.행정동,경상남도,창원시 의창구,팔룡동,남성,120세,,,0,202203,등록외국인
383579,1.국적,충청남도,계룡시,,여성,,,홍콩,0,202412,거소신고자
2206264,3.행정동,인천광역시,연수구,옥련2동,여성,0~4세,,,13,202212,등록외국인
1879316,3.행정동,경기도,가평군,북면,여성,20~24세,,,0,202212,등록외국인
925669,1.국적,경기도,시흥시,,여성,,,슬로바크,0,202212,등록외국인
3525927,4.연령대,경상북도,포항시 북구,,여성,75세,,,4,202409,거소신고자
4105955,3.행정동,경기도,고양시 일산동구,풍산동,여성,40~44세,,,15,202303,등록외국인
2537215,1.국적,충청남도,예산군,,여성,,,러시아(연방),5,202203,등록외국인
2543069,3.행정동,경기도,성남시 중원구,중앙동,여성,45~49세,,,15,202212,등록외국인
2739643,3.행정동,경기도,용인시 기흥구,동백동,여성,45~49세,,,0,202406,등록외국인
2307559,1.국적,전라남도,고흥군,,여성,,,스위스,0,202306,등록외국인
3580343,3.행정동,전라남도,강진군,옴천면,여성,20~24세,,,0,202403,등록외국인
2016989,3.행정동,전라북도,순창군,인계면,여성,111세,,,0,202312,등록외국인
894200,1.국적,인천광역시,남동구,,남성,,,벨라루스,0,202403,거소신고자
1892866,1.국적,전라남도,영광군,,남성,,,칠레,0,202403,등록외국인
1040160,1.국적,서울특별시,동대문구,,여성,,,벨기에,1,202403,거소신고자
1727256,1.국적,강원도,철원군,,남성,,,코트디부아르,0,202209,등록외국인
1336055,3.행정동,울산광역시,울주군,웅촌면,여성,35~39세,,,14,202212,등록외국인
3413947,4.연령대,서울특별시,양천구,,여성,60세~64세,,,229,202303,거소신고자
1978239,2.체류자격,서울특별시,서대문구,,여성,,D3(기술연수),,0,202306,등록외국인
2691279,3.행정동,강원특별자치도,춘천시,신동면,남성,60~64세,,,0,202309,등록외국인
2778564,3.행정동,전라남도,나주시,세지면,여성,20~24세,,,0,202312,등록외국인
1459121,1.국적,충청남도,계룡시,,남성,,,영국속령지시민,0,202203,등록외국인
1795003,1.국적,경상남도,고성군,,남성,,,나우루,0,202409,등록외국인
1718819,1.국적,전라북도,군산시,,여성,,,니카라과,0,202309,등록외국인
4021893,4.연령대,전라남도,여수시,,여성,30세~34세,,,255,202403,등록외국인
376780,1.국적,경상남도,창원시 마산합포구,,남성,,,프랑스,0,202412,거소신고자
3781788,3.행정동,전북특별자치도,부안군,부안읍,남성,70~74세,,,1,202403,등록외국인
4072701,3.행정동,경기도,광명시,소하2동,여성,50~54세,,,7,202209,등록외국인
1519518,1.국적,대전광역시,유성구,,여성,,,부르키나파소,0,202212,등록외국인
1814421,1.국적,인천광역시,계양구,,남성,,,벨기에,0,202406,거소신고자
1512124,1.국적,전라남도,담양군,,남성,,,국적불명,0,202309,등록외국인
595369,1.국적,경기도,양평군,,여성,,,튀르키예,0,202503,거소신고자
237092,1.국적,부산광역시,사상구,,남성,,,산마리노,0,202303,거소신고자
529688,1.국적,서울특별시,강남구,,여성,,,미국,460,202206,등록외국인
3967507,3.행정동,경기도,군포시,궁내동,남성,30~34세,,,1,202412,등록외국인
523554,1.국적,경상북도,안동시,,여성,,,투르크메니스탄,0,202203,거소신고자
2817927,1.국적,경상남도,창원시 의창구,,여성,,,베네수엘라,0,202409,거소신고자
3272046,4.연령대,강원도,태백시,,여성,65세~69세,,,2,202303,거소신고자
2782393,3.행정동,전라남도,순천시,중앙동,남성,10~14세,,,0,202303,등록외국인
3080017,1.국적,충청남도,논산시,,여성,,,파라과이,0,202306,거소신고자
153942,1.국적,경기도,동두천시,,남성,,,이탈리아,0,202412,등록외국인
740447,1.국적,전라남도,구례군,,여성,,,르완다,0,202212,등록외국인
2859888,3.행정동,경상남도,창원시 마산합포구,현동,여성,5~9세,,,0,202306,등록외국인
3025718,3.행정동,서울특별시,도봉구,쌍문제3동,여성,50~54세,,,7,202309,등록외국인
3681014,4.연령대,경상남도,하동군,,남성,14세,,,0,202409,거소신고자
1818098,1.국적,제주특별자치도,서귀포시,,남성,,,아르헨티나,0,202312,거소신고자
3406974,4.연령대,충청남도,보령시,,여성,61세,,,12,202409,거소신고자
4260399,3.행정동,충청북도,충주시,수안보면,여성,75~79세,,,0,202203,등록외국인
2526455,3.행정동,경상남도,함양군,지곡면,여성,25~29세,,,1,202306,등록외국인
4001530,3.행정동,전라남도,여수시,소라면,남성,65~69세,,,0,202212,등록외국인
1982653,1.국적,경기도,안산시 단원구,,여성,,,인도,48,202212,등록외국인
15765,1.국적,충청남도,부여군,,여성,,,오스트레일리아,0,202403,거소신고자
2347377,3.행정동,경기도,남양주시,호평동,여성,65~69세,,,1,202303,등록외국인
2909133,3.행정동,부산광역시,동래구,사직제2동,남성,70~74세,,,1,202306,등록외국인
781755,1.국적,경기도,의왕시,,여성,,,스웨덴,0,202212,거소신고자
1771838,3.행정동,울산광역시,남구,수암동,남성,120세,,,0,202303,등록외국인
2997542,3.행정동,경기도,여주시,북내면,남성,80세이상,,,0,202406,등록외국인
1371907,1.국적,서울특별시,도봉구,,여성,,,필리핀,0,202212,거소신고자
3457696,3.행정동,대전광역시,중구,부사동,여성,55~59세,,,2,202406,등록외국인
449022,1.국적,서울특별시,송파구,,여성,,,세인트크리스토퍼네비스,0,202209,거소신고자
1237196,1.국적,경상북도,포항시 남구,,여성,,,벨리즈,0,202409,등록외국인
409518,1.국적,전라북도,정읍시,,남성,,,안도라,0,202403,등록외국인
752987,1.국적,충청남도,논산시,,여성,,,부베트,0,202306,등록외국인
1129471,1.국적,전라북도,김제시,,남성,,,짐바브웨,0,202309,등록외국인
208263,1.국적,충청남도,태안군,,여성,,,벨리즈,0,202412,등록외국인
4035023,3.행정동,강원특별자치도,삼척시,미로면,남성,50~54세,,,0,202309,등록외국인
4064393,4.연령대,전라남도,고흥군,,남성,28세,,,105,202503,등록외국인
166838,1.국적,경기도,구리시,,여성,,,베네수엘라,0,202403,거소신고자
1359323,2.체류자격,경상남도,밀양시,,남성,,D5(취재),,0,202312,등록외국인
3046196,3.행정동,경기도,부천시 오정구,고강1동,여성,80세이상,,,0,202409,등록외국인
3341096,3.행정동,경기도,이천시,대월면,여성,45~49세,,,8,202203,등록외국인
2086877,1.국적,서울특별시,중구,,남성,,,아이슬란드,0,202206,등록외국인
1530736,1.국적,서울특별시,도봉구,,여성,,,자메이카,0,202309,등록외국인
4146174,3.행정동,충청남도,서천군,판교면,남성,55~59세,,,0,202212,등록외국인
2214710,3.행정동,전라북도,정읍시,농소동,남성,60~64세,,,1,202203,등록외국인
3573727,4.연령대,충청남도,천안시 서북구,,여성,0세~4세,,,1,202206,거소신고자
909669,1.국적,대구광역시,달서구,,여성,,,미국,86,202409,거소신고자
2784026,3.행정동,경기도,하남시,미사1동,여성,55~59세,,,4,202403,등록외국인
3854799,4.연령대,충청남도,천안시 동남구,,남성,120세,,,0,202403,등록외국인
381849,1.국적,경상남도,양산시,,여성,,,베트남,737,202209,등록외국인
2968384,3.행정동,대전광역시,유성구,학하동,남성,120세,,,0,202403,등록외국인
2958427,3.행정동,경상북도,예천군,예천읍,여성,55~59세,,,13,202412,등록외국인
437429,1.국적,경상남도,고성군,,남성,,,콜롬비아,0,202503,등록외국인
4070873,4.연령대,대구광역시,동구,,남성,33세,,,12,202503,등록외국인
235007,1.국적,전북특별자치도,정읍시,,여성,,,네팔,38,202403,등록외국인
1486528,1.국적,충청남도,금산군,,여성,,,미얀마,1,202203,등록외국인
4036492,3.행정동,경상남도,밀양시,삼랑진읍,여성,120세,,,0,202303,등록외국인
377076,1.국적,충청남도,당진시,,여성,,,루마니아,0,202303,거소신고자
2503216,3.행정동,강원특별자치도,춘천시,약사명동,여성,0~4세,,,0,202409,등록외국인
2393220,1.국적,서울특별시,관악구,,여성,,,토고,0,202303,등록외국인
34732,1.국적,경상북도,청송군,,여성,,,오스트레일리아,0,202303,거소신고자
2473647,3.행정동,전라남도,영광군,대마면,여성,75~79세,,,0,202503,등록외국인
3742225,4.연령대,경상남도,사천시,,여성,77세,,,0,202503,등록외국인
3761225,3.행정동,서울특별시,송파구,방이1동,남성,30~34세,,,7,202206,등록외국인
2043716,2.체류자격,경상북도,예천군,,남성,,D7(주재),,0,202209,등록외국인
1016803,1.국적,전라남도,목포시,,여성,,,몰타,0,202312,등록외국인
2150648,3.행정동,부산광역시,영도구,남항동,남성,111세,,,0,202209,등록외국인
2345303,3.행정동,대전광역시,유성구,노은1동,여성,20~24세,,,7,202209,등록외국인
3704101,3.행정동,경상북도,김천시,아포읍,남성,70~74세,,,0,202403,등록외국인
1851092,1.국적,부산광역시,강서구,,남성,,,투르크메니스탄,0,202309,거소신고자
3452061,3.행정동,부산광역시,부산진구,당감제1동,여성,70~74세,,,0,202503,등록외국인
1042996,1.국적,경기도,용인시 기흥구,,남성,,,레바논,0,202303,등록외국인
3049055,3.행정동,부산광역시,부산진구,당감제2동,남성,20~24세,,,1,202309,등록외국인
821329,1.국적,부산광역시,수영구,,남성,,,튀르키예,0,202203,거소신고자
459416,1.국적,전라남도,강진군,,남성,,,사모아,0,202203,등록외국인
3282502,3.행정동,광주광역시,서구,금호2동,남성,55~59세,,,1,202203,등록외국인
1585613,2.체류자격,서울특별시,송파구,,남성,,E2(회화강사),,88,202312,등록외국인
3963708,3.행정동,강원특별자치도,화천군,사내면,여성,25~29세,,,7,202412,등록외국인
1307051,1.국적,경기도,성남시 분당구,,남성,,,마샬군도,0,202303,등록외국인
2875177,1.국적,경기도,부천시 오정구,,여성,,,아제르바이잔,0,202406,등록외국인
359401,1.국적,경기도,안성시,,여성,,,레바논,0,202406,등록외국인
3592476,2.체류자격,서울특별시,송파구,,여성,,F-4(재외동포),,0,202503,거소신고자
4170606,4.연령대,대구광역시,중구,,남성,73세,,,3,202412,등록외국인
